N° de factura,ID Cliente
545645,12755
565350,14178
578350,15632
570229,15756
575336,14968
C580741,17659
561039,16525
580059,17768
563453,
556636,
C567703,15810
542545,
539316,17848
552280,13561
548562,
573388,14895
569100,12748
541837,17714
567204,15365
553842,12524
538905,13611
539743,
564078,17083
566623,12756
539584,
575083,18123
571250,17892
557129,17841
565847,
C572120,14911
C547187,12779
C580912,12989
543282,12956
572025,17651
543372,16321
557763,17669
569843,14449
575007,14140
564736,16353
578675,14756
C542787,15864
571691,13860
547896,17841
580878,14113
C538684,16161
546235,14976
C575161,15271
551056,16442
555858,14911
544661,15303
570215,16066
C560653,15802
552010,14713
563173,17381
545557,12500
554672,14415
580292,15856
571218,17451
547552,
580558,14931
565672,17700
573556,17675
C568345,14096
565858,17949
542267,16882
541848,17611
564838,
578469,12471
554842,14740
555847,14880
547821,12621
569723,12431
578098,12936
550827,12670
572283,15000
C536822,14625
546863,16377
578267,12748
579536,12957
579400,17306
565726,14360
574044,16210
560552,15311
545470,14483
568177,13536
564651,14646
550190,15135
550993,15810
565454,17410
544352,15290
552694,12749
565467,14129
C552043,12476
576613,13854
C560420,15369
538514,15044
567104,15975
C564207,15270
C579172,17811
542691,13408
545821,13001
541524,17091
561322,15203
561320,16942
567326,14290
544167,14755
564164,17940
558196,16033
561044,13831
538188,
567697,16558
565421,16744
554559,
C568421,16626
537380,15882
568472,12517
557781,17389
553673,16814
537334,16719
572885,15311
577112,
566023,12955
C574525,17841
537391,16550
540553,12500
539570,15078
C561587,17649
570555,17119
573906,16458
543473,
551459,
542707,18095
554282,15769
543934,12993
576562,14522
C547908,
571272,13878
569731,13999
C546080,15078
564136,14404
562276,17735
541227,16839
572846,14550
566619,13798
546250,14350
569331,16875
547580,13488
568896,16361
557872,14911
543170,17334
566433,16839
564220,
548650,14852
547361,15298
571184,15478
563580,16706
555008,17061
547829,16081
555162,12473
576889,12748
544928,
569225,16930
546092,17138
552710,13098
C569960,18172
580883,16979
547715,12520
537455,
576603,14911
581256,
578032,16633
539714,
560890,
566074,12535
548016,16871
563616,13027
557611,17695
542124,14248
580631,16682
547020,17017
550160,17930
571475,15033
551874,16422
579555,16241
558477,
556531,15491
543990,15122
554265,
541574,12826
C553150,17841
C557652,16145
560819,
568989,14709
579937,13509
572518,16353
563854,12364
543259,
561199,14970
579184,16746
566874,
550756,14148
C553032,13320
546480,13452
553675,13719
562934,
C542088,12553
544059,14534
550513,16928
572723,
578719,17348
C580510,14456
551776,13268
574491,16318
566087,13319
C567520,12989
544644,17002
547877,14573
572318,15436
547971,17917
537179,13767
577531,
564169,14646
561195,14796
573875,15018
539840,12383
576637,16079
579262,13599
542151,13491
565783,13122
563534,14323
569537,13269
569741,14626
577138,13079
581324,14217
537674,15628
567507,
569226,16930
C541818,17389
554059,14388
545725,16621
C541694,17364
545514,15053
C559136,17511
554866,13488
581494,12518
C548015,13802
549166,
571824,12472
546394,17164
C577750,12878
549583,15214
568149,14285
C569993,17633
563550,14194
548533,13883
551337,16418
558365,13631
567904,12609
560241,13967
558195,17735
573494,
538657,15867
C551670,15898
540172,18109
577543,17636
C554926,16422
567793,12657
537692,14796
537789,14051
C570274,13113
548977,
542362,
C561238,17675
C537651,
571256,
576695,16469
551832,15987
538420,12875
C562623,16255
554923,14735
572052,14646
569668,16040
538067,15288
555548,17811
578081,14051
C536642,14390
578054,14911
543590,17377
C580522,13435
537813,18259
568592,17469
557777,
570235,13193
545416,17770
550953,
C575638,12473
578914,13782
547671,14560
C562848,15201
C557650,15152
565147,16187
546737,13358
539181,12748
574514,15311
561926,12749
544328,14371
565287,12483
580608,16811
539452,15856
C546887,14329
C540392,12753
572306,17841
574466,18172
554441,13213
545135,
574303,13324
546522,13319
543472,
553144,17669
580909,18225
574590,18077
571898,13247
572613,15345
543390,
C562425,12584
575959,14547
558310,16671
578293,15640
549157,
575175,
561969,17757
556805,15125
574864,14387
549206,15281
550818,15912
576050,15022
549047,17783
578433,17671
545034,13493
559319,18013
557885,12465
560635,12521
551967,16457
C562957,13319
537111,14810
580119,17920
572748,
538872,13097
554646,17790
578823,
579619,18241
571474,16389
539434,
574294,16333
546486,15039
539460,12931
556023,14527
569224,15701
544684,
551542,14732
550898,
576894,12681
C551335,14198
558116,
565216,12971
C573244,14623
579939,15101
576302,
C543640,12967
567666,12520
C545033,14156
542223,14233
551321,
575043,13047
545524,17374
540513,13758
559689,
549720,14606
576186,14735
554375,18044
550324,12997
547076,15140
C577397,12504
545303,15319
546388,
569728,15416
C569115,13426
561192,16033
565765,12526
546109,
536392,13705
545797,16225
553170,14676
571229,15453
560940,
575734,12384
574228,16678
581019,14794
577128,14508
580321,15078
577144,
548952,15572
540247,15464
562278,
562427,17267
546728,13983
C560372,17448
568230,12925
551618,16013
572080,16592
C568534,12579
572759,
553161,12681
571677,13637
568875,14527
549055,13515
559300,12471
577477,14157
559985,16488
C545003,18231
C575665,17442
C561725,17841
547727,16029
574349,13495
C551947,15147
546918,15854
571013,
543099,16684
C563608,17719
573945,17663
578479,15858
C576227,14910
581139,13798
543650,12980
559042,
576907,12610
550106,13772
573920,
556454,12947
581428,13404
572130,13460
567531,14397
554822,12937
569222,15906
537636,16950
555382,17133
553171,
562380,14778
556889,16644
575329,17038
C566613,16029
539494,
569214,14533
580746,12584
550359,17841
C572489,17119
576673,
545306,17027
570846,13983
C536814,13958
578038,14251
550515,14502
C567953,18198
574023,14390
570444,17284
541091,16814
568569,17857
575584,12682
564645,
561473,15078
559126,17341
545059,14157
549239,13102
546866,14462
580880,14121
539991,
551820,12645
551134,16729
567898,13394
580534,12724
573876,16360
567124,15240
560501,16475
551531,15376
548315,16019
540355,
543124,15311
579264,13599
580666,15856
C553528,
C578124,14049
568545,
544077,14825
576668,18246
547340,14875
557605,14911
C579090,12427
576600,18181
580745,13694
573383,17447
571641,17135
558199,17110
C546943,
C567947,17663
549566,13610
C555598,15095
569694,17735
C544428,16306
C540347,16424
558715,
570799,16203
547689,17757
560716,17675
C562801,15194
557417,
575943,17920
541972,12935
541847,15443
556094,
558430,13238
C561230,14329
C542150,14049
567524,15696
562838,13162
540415,16889
557783,12748
561610,16076
556019,18092
C536815,14443
C580710,14198
565052,
541109,15107
539414,16931
549915,18231
546988,14194
560717,
578084,12465
548865,14747
562287,12455
571185,13047
544677,18196
537077,17062
548559,16214
569854,
C570012,15344
542134,15189
549136,
542617,17463
549852,14289
550329,13951
574938,14911
C579785,12584
569398,17381
543994,12931
569474,14178
579790,12784
551401,17874
537199,15894
551552,12598
561020,13563
542511,15527
C567708,15201
543459,12599
572868,17564
573992,15275
552252,15227
574529,17233
541236,17961
575607,14096
561087,15144
569876,
C567704,17716
C572478,13098
573884,
C577346,
565399,12748
543196,13309
568708,12393
543310,
581132,17590
567908,18172
C567535,15253
575636,12473
566580,12822
557860,17630
C541502,18190
543777,15406
C558254,16670
569025,18041
577046,12449
557256,17282
546374,17194
558382,17997
C545455,16473
577440,14477
569333,13431
563364,14466
549950,
573387,15054
545711,16136
573367,16145
C570647,15125
C546932,16297
546963,16779
545637,15514
569514,15228
566962,16764
551165,17262
C548374,13047
537055,16814
557847,
555732,14542
C544840,16719
544155,12823
562422,13218
572072,
543030,12437
552461,17723
570672,12536
561111,16422
574074,
539064,17912
571901,12757
563739,17750
C549895,16553
545043,16407
556292,
567180,17802
565754,15462
562135,
C544310,17841
567196,12379
553129,17765
536676,16752
C580769,14869
C551285,15005
537374,17259
C559345,13984
546782,15291
573423,16133
558752,16931
564150,14936
572447,17811
572559,12476
C567345,14911
550337,18037
572213,15358
565790,16767
553716,
549997,15189
544773,
564534,12748
544477,16029
C546868,15671
551383,17460
543019,17912
548267,16954
554852,
550946,12708
578631,14805
546026,
542363,
565288,
538848,17404
573900,17668
548670,15356
546004,
549705,13668
572234,16293
561076,17696
C551386,16422
570021,17841
C567360,13860
561600,15861
536623,15601
579364,14173
547957,
C572445,
539458,
C547235,15291
556968,12980
552703,14462
563454,13305
555514,17071
540677,
573503,
543541,12462
558460,16779
538180,13418
550666,17719
546560,12931
C542951,16985
556520,14177
576834,13458
549298,13015
567800,13089
570232,14040
580153,12762
C566470,13136
575961,16794
548324,13316
540262,14045
551187,14911
C556793,12818
561710,13827
550965,16750
543120,13668
547964,
569239,14644
548701,17629
543534,13590
C577073,14359
C547710,14875
565045,
570100,13695
574474,17979
C550306,16905
568668,15750
546902,14298
545820,13884
555094,13398
C572535,15411
559156,13418
537086,15332
556418,
540276,14680
557302,13102
555394,12971
543395,13534
570711,
559048,13027
558527,12748
552304,12748
C563570,17949
578810,16814
545050,15951
556909,17536
580650,14401
547026,14633
546133,14291
567617,15140
C550611,12569
553342,16293
550343,12971
575743,12757
C567945,17340
540396,14031
548242,16218
562256,15152
536672,14491
561907,14060
C559351,13408
574084,14528
552262,14911
540316,16676
569873,13089
565863,17422
543374,16945
543777,15406
C567521,12540
563074,12931
572236,14646
553897,14911
575170,17006
558330,12748
543748,12913
578253,14744
553680,13258
551008,
549120,14587
545048,14810
552661,14051
C556877,15498
540409,16019
580288,17611
562519,16764
567296,12682
566756,12457
C552020,18183
569522,12664
568565,
570451,
576563,17564
562285,17404
571456,16729
557122,16558
543263,
558314,16672
564714,15290
552830,15187
C573180,
C537834,13267
578229,16066
554139,14911
559653,14552
567882,12906
541119,16493
561925,16551
569127,15903
572746,13263
580136,17841
545075,14211
538509,14413
560052,15187
C542376,13777
578794,17232
555743,12868
568908,16653
564495,17719
C562618,13186
576653,14156
576045,15022
578833,
556241,12597
551425,
573295,14440
C580168,12465
555348,15184
560854,13098
539654,17340
541290,17288
545564,
564953,17588
562902,13925
578246,13991
577166,12936
571302,12989
569545,
536945,14083
544670,16161
546118,13078
576065,15005
579094,12668
571404,17520
560634,16133
566010,13700
569462,17014
550819,17530
577334,15368
C566457,17696
577840,17324
C566280,12748
550525,14672
581021,14769
581018,13743
581397,17668
572330,16426
C546987,
555638,15150
567856,14077
551201,
576269,12762
578329,
544939,17034
546957,
558877,17841
578058,18249
546670,13451
548159,15906
557596,
C560869,12830
543652,15544
C550537,15932
568916,15452
552963,16743
556317,
563080,15955
573893,18270
542433,12726
562966,16133
550531,13199
547350,17272
546405,17351
570693,16161
556935,17651
565471,13931
542558,
569767,14849
554921,13854
553843,12553
570280,15473
C575746,13588
561629,12748
567817,15005
C576218,13694
567913,18144
547233,17152
540693,
558420,14577
554920,16275
540481,16955
556740,17346
565806,15594
568200,16198
551730,16539
564760,
551963,13266
551016,17975
552217,18170
546668,14735
574574,
C570996,14849
552967,16006
547379,12720
568944,16589
C559140,13420
C564435,17676
579949,16700
568181,17154
552316,15674
546541,14911
538532,13209
559206,18073
579272,
571312,12474
578826,17329
580402,13536
568715,17783
537215,12747
C573219,14415
538783,14961
542557,
571849,12841
552948,18136
576555,17861
C539270,14777
C563223,16292
555199,14606
563657,15615
577054,13815
569405,15241
542641,17314
559327,13681
559685,12599
548001,
540361,13408
551702,13014
575076,16639
538039,
538854,13102
552958,15498
C547808,13014
567454,15839
541876,12951
553718,
555513,12980
574882,13599
C549945,18270
560400,
552988,14853
C546557,
570440,
574036,16607
C555837,16092
544610,16912
548161,
551962,17955
C539258,16233
556055,14477
550518,16628
577018,12971
563701,
537844,17999
561482,
569540,
572035,14646
562277,17315
565146,12415
545583,12553
C555239,15039
578837,
554181,13078
C556796,16013
544802,13149
545901,15834
545544,14057
C572927,14233
556733,16919
575765,17730
545652,16414
564051,14265
550144,16520
549349,
550950,
579138,13590
C539944,14560
557298,17519
577038,14796
545029,14541
549966,16224
550487,18219
555530,16923
559170,16942
C562800,16401
570036,16358
561063,12763
544177,13001
544938,
556042,14367
540674,
569009,15984
C555365,15791
540185,14653
540673,
C578367,14640
577175,14849
556962,
C574238,13408
560451,14911
562778,17591
C543475,14415
540556,
567142,14262
566067,
574710,15427
557089,13576
C566012,17243
538071,
C562022,17389
571255,12454
543836,15236
547245,14632
563733,18225
558703,13730
543428,17787
549165,
C555629,14543
579747,12528
558073,13004
565478,15005
560434,
C554686,15729
553215,13408
541588,14307
551418,17893
C542218,14606
540695,
574697,16488
558183,15996
551294,13468
559943,
554598,13263
573123,13654
C564217,12994
545228,16078
575742,14309
C543841,17095
557613,
550786,16672
556122,
539437,
C551017,17975
574521,15358
565388,14415
568535,15241
C548508,14189
549351,
576589,17659
C553479,13098
C564368,16493
552514,
546847,12989
543130,16997
563573,16734
553131,16401
571836,18019
538195,15061
538117,13327
C561229,17096
573106,12626
549737,13599
555326,
537830,13649
559471,17512
565225,16808
565398,15856
552216,
570656,16120
542556,
C556532,13856
546771,17515
577325,13094
552028,13969
580539,18180
542006,15218
C566957,18172
562255,16607
549813,17972
552957,17404
542736,14744
C539467,15044
571410,17527
544190,13089
579134,13115
561809,16684
C540057,12483
540467,18198
545401,
550334,17320
569330,15311
542777,14911
560024,15005
C561590,18268
570983,14963
574273,16322
577008,16869
545713,
579545,13098
559379,
562775,15078
556461,13798
580434,17114
575518,
570830,14852
544296,14298
C539606,16145
542059,16757
C543662,14441
556328,
550766,17463
544196,13327
567912,15555
573143,13098
576620,
555589,12802
561079,13956
559605,15045
538361,17757
559797,12720
580054,18122
560182,12971
561231,15855
546127,17730
567702,15810
556632,16987
555419,15498
C541674,16892
578528,
542215,12472
559421,12648
539933,15235
552035,
566574,
558475,
564047,16952
577542,13565
564710,15625
C573306,17837
566076,12449
571254,
546387,16766
549846,
C544635,18257
C550809,14189
571037,
536405,14045
547938,13901
544350,17389
561675,17483
546417,14800
570522,16029
539564,18092
567525,18241
558749,16326
555005,16656
578925,17365
558663,
539052,15615
568402,16629
543599,17560
564526,15805
550149,13069
566722,13408
566292,13381
559141,15311
565877,15189
555931,17828
C567691,17567
543034,
566429,17865
578365,15482
571683,15140
546301,16778
580322,17567
538078,16255
580301,15271
570428,15553
539999,
562141,17389
538525,12540
C559705,15719
561399,15125
C571233,15856
C540385,14426
537142,12748
556789,15129
572553,
577680,17227
568688,16458
576656,15687
541265,17609
C541653,
537899,12755
574963,12919
539144,12980
C561623,17677
580139,17157
548447,17315
C560242,14659
569670,14730
C564948,14895
563930,
546429,17611
C549666,13113
549343,
561024,12916
577295,12682
567377,17450
558611,16475
577544,17758
C560100,16422
557662,13630
560876,12626
547393,
C545450,16839
565738,14667
547004,17419
576893,12481
C550935,
C543837,14431
576783,13447
C564911,16133
577615,12658
579447,14390
558111,17114
C550365,12731
577480,14525
574942,15330
545695,17050
537799,15916
573323,15708
572105,15187
541609,15938
550325,15745
C567965,14911
579848,18179
550939,16146
563934,15313
575384,17690
566765,
540509,14800
553731,12481
538518,14505
C554873,13988
580983,
C564213,15301
562711,16788
573505,
549124,16672
553505,12949
542836,16745
C549540,17114
558368,14329
567901,
540095,14553
551035,15065
562602,12865
564332,14407
C538887,13198
575750,12600
C557475,13517
567530,12390
544143,15759
570884,17315
571853,14306
580097,14216
539076,16525
537859,14030
554682,14085
556502,13761
553199,17758
579916,15187
557328,14646
575220,17511
564334,15812
576786,16999
544833,15974
568712,17841
578248,16255
546761,17858
555414,16230
558319,
536946,13013
C541861,13742
576904,14931
570660,14866
543258,
C554004,15367
542899,17376
541362,17730
572300,18005
579741,16910
569766,14849
550033,15005
551895,12877
560269,16168
C539402,17315
540185,14653
556460,14276
545603,15827
C565016,15764
564049,17585
555263,15192
539421,14016
566426,17865
574171,
563239,15048
540462,16779
C538847,17404
544317,18138
C552553,15674
561499,
C567355,15764
539716,17990
546182,14334
573581,14911
537419,13495
569400,17381
579196,14096
576224,15458
556306,
538011,14896
554694,
562343,17381
547053,13001
559032,17511
536834,14576
557313,13524
577022,13668
571214,14390
572617,18272
C544831,15146
574331,13178
540993,13284
536846,14573
C542643,13615
537863,14030
C572346,
575737,14789
559390,
C548460,16801
541483,15395
571652,
547912,18010
C580707,12957
576074,13178
538161,
572096,16813
564437,13320
571283,16533
580129,17426
C553568,13650
547839,12916
576076,14382
538128,
C538803,16262
C543375,16321
555011,16168
556803,
558035,15258
578704,18172
545015,13742
578373,17451
558768,15952
543993,17612
578273,14335
557570,15998
540828,
C567352,
543555,17686
550777,16558
C556272,15159
551525,14667
C556787,16745
C568572,15194
559638,17381
568145,12388
565372,17090
577174,17841
555194,16422
C580708,14546
548551,14886
563909,15701
555557,13682
572443,14145
559835,13509
554712,16873
557130,14005
C561212,17175
579742,
C543671,18087
578294,16790
545518,18218
570188,13763
564556,12748
567201,
547718,17450
563564,16633
559108,13094
568389,12971
537871,12748
571061,
553048,14291
576790,12569
575494,17500
C546886,12520
558762,15023
C559049,12494
C539948,
573540,
576191,17377
580974,14293
539993,13313
579260,14618
558894,16344
574887,13717
542729,15194
555536,17675
C544458,14667
554465,13534
C554685,16161
544481,18155
C554332,14009
536698,15363
553578,13767
576774,13131
540829,13784
561896,15819
579469,13068
C581470,17924
538814,15983
538095,17097
554072,13555
556127,12406
546317,14913
554705,12910
579129,17852
566021,15306
569078,14688
544917,13751
572063,14606
567667,
564365,
575603,18125
550123,
550278,
563014,13408
581266,12621
562201,14527
580833,16764
540272,
542863,13494
C544118,16306
550339,17697
545149,15062
558344,
552045,18241
C547838,12916
563618,15400
560555,14178
538037,17430
569110,17675
C548628,13184
559127,15971
C544576,
574708,17107
572380,16019
579300,14667
547674,15835
C560818,17811
564557,17576
562770,17139
C560699,13217
553141,15907
552979,
551698,13694
579900,15951
546928,17685
569361,16183
557848,15220
543623,16405
556091,
562606,13552
565472,16255
553868,16998
566396,14292
571730,16851
561002,13750
563945,17581
C566468,13319
C540367,12413
551532,16554
554989,15897
562447,15251
578541,14277
546137,
556933,
576926,14113
545018,14481
579011,15078
C554529,14226
540519,12793
542409,15311
544931,13501
546662,16782
577503,18110
546130,
551271,17187
553235,13018
572562,13481
567148,18225
552970,17388
C572299,13598
554808,17059
578312,14032
539439,13869
550210,
551868,12540
C541245,15535
580166,13495
579464,15214
557504,16839
564092,13767
581458,17949
C544507,17865
C539655,13089
C540403,17230
C544047,
576317,15781
577521,16411
566175,18237
560578,
558077,13408
558777,
573385,13421
564229,
547049,17134
C552546,13767
543349,17774
549756,14111
C559031,15985
579096,15561
561384,13194
546625,17542
561475,
551813,18065
547991,15589
571202,14937
574956,16732
565366,17091
547500,13408
C544553,14092
565063,
575705,15159
555327,
569968,17921
581011,14397
571476,13546
570091,15632
C564763,14096
576876,16804
569328,14360
C580605,
551651,14800
565091,16011
C569655,14534
C574526,14567
542241,16409
552530,13055
539290,16271
C567952,18226
C559743,13599
C580954,12967
558462,13982
550633,17449
550527,12476
548383,
571100,16682
559911,13777
538706,14667
576927,12567
560442,15860
554964,15867
575922,15681
541262,18069
545317,
571676,16910
C567950,17069
551305,16145
558702,12748
569714,18033
575045,14910
569134,15411
563506,17398
562562,16271
573139,14716
C541701,14895
557322,17444
552852,16712
542005,14409
C580768,13914
544767,
C560391,12930
556286,
561023,13576
573989,
568589,17405
567804,17920
559905,15311
556447,15632
536838,14865
559921,13667
564224,15249
553751,15630
554126,12431
561366,15152
543292,14534
552259,15796
573584,16705
566875,17669
538368,15503
C539302,15392
568094,15807
565444,17894
544344,
C542637,14688
570404,16395
580894,13408
542990,13468
C580726,14096
569888,13049
575169,14367
C562911,13384
579153,12660
568403,
549787,13268
538087,17339
545661,15358
573885,
C542060,14680
575956,14487
567937,14147
548158,15906
546526,15061
542719,17619
542882,
545693,16422
552670,
552288,13313
558244,
580377,
566738,14110
580599,12925
544495,12766
568672,15348
578012,14768
539856,
567141,17370
569896,
579682,
574889,16353
568898,13354
571111,14976
577985,15116
548172,15738
559420,17663
568330,16468
575502,16700
C576199,12610
C541863,13798
C553511,
576782,17500
557884,17759
580694,16600
547944,12971
571734,17148
549119,14220
557469,12904
557149,17961
550317,15172
548384,
578247,14581
550207,
571656,16393
539395,12471
573763,17139
548888,
537458,17091
561774,16729
562353,16180
579284,15061
570264,
576381,12839
C545677,14543
544208,
580642,13311
575415,16168
568088,
C563107,12709
542515,
549669,13113
578512,15187
567962,15838
541280,15296
563441,13140
573895,15423
560858,14403
C579266,15621
C556646,18221
541436,15291
578004,17155
C576233,
550797,12901
C581009,16971
574275,12352
C569456,17675
537758,16122
571278,14780
563038,16656
552804,15615
581015,13949
541815,18037
552033,14776
570491,14395
549592,14311
575356,13882
559799,
543000,
550218,14408
546150,
C572118,18228
578118,12955
C570692,13359
554009,12935
564059,15796
579106,16705
540465,17707
560695,14101
539267,13534
538501,13715
549318,13911
552961,15489
573380,14572
541983,15797
C539278,18269
576901,16929
550924,12664
C571855,17462
557973,12955
C577149,17034
571039,16121
578518,14606
C559742,14267
566267,12647
572964,12630
C538711,15468
555819,15073
560883,13694
C550442,16550
572504,15786
C545849,16598
560595,16656
560930,15829
555832,15969
552729,13089
558107,17811
568155,17006
576374,13777
537843,15713
548680,
C547859,13725
576769,13575
561128,16249
544777,15311
C538085,16350
553491,15624
575217,14794
554022,
550974,13862
538714,14524
578953,13546
572675,17917
561478,
542422,14702
539423,15811
568725,
554792,12547
571042,
554380,16709
576612,17357
540473,17284
573128,13538
553406,14952
542931,15589
C539756,
C537414,16861
556446,15098
551507,18272
539473,14911
572472,14139
568340,13866
538839,14606
579506,15089
554008,17455
570796,16241
568324,16778
542794,
546772,15030
545154,12921
578133,14205
540835,12724
537809,14217
556017,15382
566242,15502
538094,13117
576984,14332
561673,
C581322,18223
C564331,12569
546391,17800
580695,13230
548555,13758
536525,14078
C550195,14796
552962,14364
558233,18073
569104,15287
548994,
553585,15301
569696,16843
538348,
539663,17961
538155,16907
538356,14062
542394,
564038,16555
C536812,16546
560584,13827
549020,13525
C576231,14868
553725,17047
566873,12682
555109,16023
563451,18241
563740,17747
C573148,15469
566482,16609
552263,15561
545332,12352
C569682,15351
561599,12853
561519,17870
C544775,14211
540008,
540526,14606
580381,
576554,13066
C572659,14527
542892,13784
580676,17817
580639,17254
542859,13606
541110,15916
547644,14267
545071,15996
542388,14239
543675,16013
C539271,14639
C570962,17509
578705,12531
551694,
579712,15467
C556925,16013
576608,17381
580519,
558126,15482
549682,12596
562108,17809
C547229,17213
C555384,13534
561027,13802
576238,17769
537435,17920
551840,15144
571693,14776
C546865,14226
557390,
536632,14388
578317,15398
538875,13756
536520,14729
537144,15880
545858,
565367,17091
C562139,12921
563076,14646
536745,17235
C544117,12727
C572750,14395
C566174,16309
541566,17722
575135,13928
560579,15867
570007,12519
539604,16353
545127,
575269,17865
566008,16426
542378,
558122,16570
581113,14534
571011,
546751,13668
567482,16464
578063,16929
553855,15854
571189,13213
560873,13881
542536,
546742,12849
574161,17816
580111,12950
C568646,13430
C564142,12477
550636,
540032,13397
561867,16931
578681,13579
C545825,12839
578627,14709
543352,15577
546242,16743
562457,18079
566049,15730
561877,16401
566846,14911
579269,14601
557247,12731
C546167,15611
547937,15068
575847,18209
578996,13991
543369,16255
570288,16960
C578073,18139
C538804,13769
565072,
551262,14527
C567643,12409
543639,16725
557121,14062
571561,14015
C545847,15903
546082,12971
537882,15079
545289,14732
557800,12748
C544417,17512
575222,16880
555497,16659
564052,15033
547040,15938
545235,12683
C572463,17652
C556269,13456
564642,13527
565723,14408
543277,15808
551461,
566863,13018
569252,14333
553421,16139
559603,
557573,15061
551291,14298
C562687,15157
566316,
539978,13165
539867,13922
547050,17795
538160,
540463,12489
567853,15484
577754,18139
558370,17750
560691,13136
550997,17735
564840,
C554006,13418
572544,16023
555920,18102
553062,13629
C548609,15589
559133,17861
569085,17949
559046,14352
541000,
C561239,
574869,12708
549172,
A563186,
C554340,17017
556828,17284
573877,14432
573901,14191
575194,16767
575214,16751
C547388,12352
576768,13408
558385,16525
573393,14158
550204,
546657,17816
550287,14211
579012,15511
560050,
572308,12748
574048,13769
550714,15249
566603,
563251,12919
542389,12868
546754,13027
581381,16933
539470,14472
574356,
539079,17496
C570279,13694
565439,14852
569871,13089
547577,13183
572684,
549449,14227
551240,
565545,
571460,
C572112,14113
C577395,12779
557429,17857
C550807,13717
575951,13450
C581071,12375
555504,15508
558127,13777
564091,15804
547373,13798
580172,17949
555407,12775
574309,
556318,16767
C572428,17949
562213,13975
549330,
581476,12433
563692,17243
570709,
546307,
578042,17500
570502,14744
C547853,15615
571121,18228
565443,12567
C574078,14911
548499,17075
537446,18055
572932,15791
C553222,13662
543125,17214
580503,13956
573032,18211
577906,13268
554137,12708
574250,17634
543370,12359
542393,18125
C545434,13410
546828,13185
562805,
544321,
578020,16979
566232,15159
541859,14606
553625,16684
547556,17250
552555,18242
539722,14911
C554001,16818
544441,16566
545001,16841
553727,13531
578187,14336
C569525,16474
564333,13199
568690,16332
C551863,16145
537350,14708
555242,16424
543041,16405
568798,12615
C564340,
C575575,17652
571657,13835
548556,13694
C560044,14258
578830,15186
C574486,15329
571929,
557128,14765
C570476,17509
566982,
564373,15290
538852,17372
581196,12935
C547676,15189
553058,17790
564357,14973
558895,12619
566089,14062
571305,
556208,14040
C560823,
557900,13098
559980,17314
C575670,13081
558271,13895
552270,16928
556442,15098
543183,14560
540002,16656
559900,13089
554579,18229
547003,14155
C562151,17053
C556414,13985
C545040,13684
567188,12457
539920,14085
562614,17961
574719,14511
C555267,16359
549190,13748
546724,12845
550711,18102
556474,16007
550288,17367
C573187,12709
579938,14146
548901,
553662,14758
551517,16931
547673,
540566,17811
550327,12878
538591,14741
539285,15366
C539273,13209
564963,15582
581118,15136
554991,14823
C572554,17317
572297,15953
548110,
547559,
575342,17528
C568560,14299
552642,14288
549122,
548504,
550331,15555
537230,
561534,14307
548869,17114
562852,13050
560053,17612
565250,13643
572345,
567939,16715
565312,14527
552537,17315
575875,
537256,16210
548320,12709
578101,13089
556184,16592
569079,14226
545545,17841
571169,16168
C546507,12712
551704,
550912,13267
572031,14866
565729,17716
567484,17340
557631,18229
539259,13050
550753,
538796,17041
551977,15061
554986,14451
554714,
548385,
546432,14180
567618,12721
556691,
C555643,16520
C538082,13777
567378,14911
560894,14911
550834,14730
540406,13798
548234,17594
566227,14258
572653,15861
569471,15046
C554334,13089
575707,12538
C557943,14217
568075,14652
562891,13468
547578,13089
575629,12599
537766,17677
C566947,13871
549168,
560297,
546996,17060
574676,16243
539075,17189
559057,13089
542237,12347
C557467,17157
C578061,15811
542373,16767
578548,17345
571748,18077
578653,18161
577516,16533
548632,17701
536742,16916
549587,15737
557806,
C558525,13113
C543765,16265
545398,13722
575207,18172
553717,
539738,
554545,13102
546126,
540161,16719
567894,16389
563926,12553
573347,13137
C539329,16013
543913,17591
543025,17446
575602,17059
573585,
566244,15502
575218,16592
567895,13777
536844,14236
550135,15769
539089,15246
C581162,14739
548611,18230
C576232,15839
572304,17131
542728,14006
C566474,15136
545345,14180
C580966,16554
571203,17677
C570687,14959
541690,15422
542930,14233
572699,
C549530,13863
577771,16168
C540820,15518
568645,12656
580163,12828
568833,17348
558990,13489
568066,14529
572655,16708
560285,14944
561688,14407
563206,17613
557969,13856
549375,
C565085,12474
C570515,12719
C539956,12980
558701,16866
569408,13881
547089,
541875,16558
564310,15769
571895,17824
559990,13319
C543780,17334
552039,13081
571245,16839
575828,17162
556245,17841
550496,
554075,16038
540517,17128
554995,18109
580528,14911
564529,14111
548887,
567795,14646
563925,13610
559460,13862
577079,14416
C551463,13534
C549898,13078
564814,12931
C544436,18172
545469,17646
539953,12748
574668,15514
580296,13780
539416,17888
580875,17744
566861,12748
547205,16558
558108,12548
542093,17677
545990,
576646,
552770,13404
562261,13408
C571003,15801
545237,15709
563694,14741
556907,
560939,
573346,17255
563372,15653
C554300,13455
C563751,12528
581171,12615
C578259,16660
562806,13636
541798,15311
551689,
561901,14156
C537320,14867
542234,16714
565923,17567
577118,
555491,16525
559604,
550209,
544426,16765
540953,14587
581481,17490
C573766,14189
565971,13571
548512,14410
580300,14085
567379,13089
546528,15311
550345,15304
544846,16719
580272,15547
